hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,account_1,account_2,account_3,account_4,account_5,account_6,account_7,account_8,account_9,account_10,is_win
79,54,86,65,34,83,13,9,31,63,16280166,7523309,75674459,6946858,83724325,86715129,67601693,1185644,41470731,86726887,0
39,85,93,84,31,72,50,19,71,97,150658214,153002763,286031836,151187485,198557785,262138304,155211216,165838489,169894148,139212760,1
13,112,18,51,20,16,53,61,3,46,121769650,92367063,62533910,26356855,57516313,98172857,20321748,86698277,75750590,86761682,0
111,53,16,13,41,25,33,18,23,27,323792491,192914280,91654584,122867857,180012313,115102590,86802844,96189126,91443418,89871557,1
35,8,13,5,107,42,37,97,60,25,90882159,148215639,89217927,114239371,136186119,90892734,140153524,129958758,207829314,205813150,0
49,68,96,86,45,69,83,9,25,46,101375717,143385139,134729228,131237305,139266129,124566285,136186119,112960848,88521435,117281554,0
82,78,50,74,30,60,109,39,46,2,202916448,101826963,227785698,214994257,154069049,103095981,107798890,106419536,134591224,124546273,1
83,13,110,15,53,87,39,55,8,28,73562326,111620041,25907144,86745912,87276347,89603649,21289303,84772440,85417034,100471531,1
93,43,22,99,91,28,15,68,20,104,88933594,93119769,105599955,3940262,102525542,43276219,86799300,40547474,6922000,88719902,1
19,85,86,29,39,64,21,62,66,15,85375207,34322358,32895399,39226957,113045906,89782335,86716947,53178236,91646642,93614932,1
76,86,31,38,1,96,3,13,44,110,111620041,25907144,94155156,41231571,86745912,407321629,155332459,59463394,91364275,100758751,1
86,52,15,69,92,20,43,79,65,50,87382579,101495620,71328475,76482434,41288955,89625472,70388657,94049589,86723143,11550182,1
28,60,17,77,50,80,110,29,86,74,102644565,118134220,101586543,129585121,111114687,72312627,82262664,34505203,101356886,105248644,0
40,93,65,17,3,5,89,51,11,74,86727555,87177591,87276347,86745912,73562326,40547474,6922000,88719902,19757254,43276219,0
65,48,64,33,85,43,52,60,86,18,98887913,98837977,114239371,89371588,98878010,90137663,82327674,88585077,88553213,90045009,0
60,87,94,91,6,20,74,33,1,88,90292040,38271450,102250219,126424991,30373213,101029095,92164743,38114864,206048371,92919767,1
48,26,58,53,51,68,77,78,86,103,91369376,89654154,82630959,75390186,76904792,89249333,91644707,121052479,89330493,93616251,0
99,87,112,100,15,91,19,75,28,3,178771086,90423751,75750590,86870856,244825713,11550182,191422410,67166425,104489234,123444610,0
102,60,28,30,65,74,27,50,8,69,116317032,97959294,96899263,86829362,110628823,142160298,115013439,146163955,144499146,170532805,1
3,66,72,97,49,80,8,92,79,23,94155156,19672354,100317750,8712306,21265941,86802844,86725175,113316122,91064780,90229954,1
28,20,50,11,88,31,48,34,87,96,123583095,106737423,90373262,20603135,219225327,93680381,55773698,106182704,87096845,248096417,1
110,56,41,26,34,67,43,86,107,55,93552791,123051238,112250781,94049589,87586992,5150808,106573901,91460772,134556694,86802844,0
69,53,98,93,26,3,74,112,72,38,88271237,31818853,86726887,67601693,86747351,87382579,86700461,103735745,86725175,84429681,0
62,20,52,55,16,33,58,27,40,61,69325073,88704095,86747757,89742217,88792641,87278757,93712171,70388657,89713365,89326318,1
19,99,58,91,16,33,44,63,3,29,90892734,84772440,89423756,89407113,89871557,73562326,86745912,315657960,86727555,87276347,0
39,68,97,53,54,80,72,55,66,79,91646642,47240869,53178236,86716947,36547811,27738470,57835748,24191321,2553754,83707346,0
112,40,11,85,28,52,51,46,106,101,21604967,86811043,87360406,41470731,84429681,52191022,53575999,92706637,94364925,116201886,1
30,19,28,107,54,4,59,44,57,53,252242904,235159699,169464667,145274202,118272710,303382510,234984561,342905269,196127616,155766637,1
94,107,3,78,39,34,72,71,112,57,88826062,116876282,92897724,92104713,187460462,178366364,189708209,92253768,133705393,146872622,0
10,49,91,28,86,2,32,76,48,30,139280377,108484186,101695162,139937922,114239371,111291593,103940975,173880329,137193239,103039499,1
30,28,98,38,39,49,54,60,111,88,120240873,147541489,96055737,189421327,101636254,109577343,194850431,132400356,100619958,175445387,0
76,30,8,100,55,22,26,58,87,67,62533910,26356855,116094746,181894940,121769650,258294351,111030315,100483784,234699894,289547610,0
81,31,63,93,91,39,23,20,72,83,93614932,11550182,91450612,96196828,76600360,91931211,86840554,107644273,26316691,93712171,1
16,40,9,71,64,70,25,88,5,108,31456357,97590558,115141430,26682464,129789855,100058342,98092287,98167706,99552197,24009418,0
35,41,34,31,30,54,47,88,39,26,124652883,111306072,105293834,86960239,108162126,123081414,145713028,105303946,107068142,170929325,0
109,29,20,58,47,73,54,62,26,39,134276083,84772440,113800818,89423756,135878232,89157606,88508515,139876032,88553213,87012746,0
31,55,44,19,121,85,86,94,96,15,370177319,146711951,401653350,292677016,270924860,121052479,100594231,132309493,93616251,113435203,0
51,29,91,19,101,106,68,96,7,78,31818853,86715129,41470731,67601693,21604967,99125199,84671288,119321696,34752860,956503,1
87,8,32,28,76,44,75,57,46,88,119180054,95439451,91730177,47976221,66228684,97590558,26682464,43619695,42989814,23883296,0
49,66,89,15,80,11,7,13,92,55,96196828,76600360,96191708,93614932,53178236,43276219,6922000,19757254,40547474,88719902,0
26,100,38,52,46,21,47,87,30,41,96187261,25544429,86689970,186812242,40458157,106852745,31274192,122525614,196661814,39667844,1
56,20,39,85,103,32,37,88,77,25,134764290,113651308,78207986,235209150,187895935,120237225,124794033,93676977,101092051,86929408,0
20,11,99,55,92,35,68,61,86,78,82327674,88585077,90892734,89246836,88553213,194818271,119631156,87040694,86761836,118073569,1
77,45,7,65,85,21,74,6,75,36,122049498,92477990,117015167,88719902,92028391,86953414,178366364,95430068,151069590,169025618,1
30,93,64,41,84,94,38,103,50,18,103735745,86725175,86700461,84429681,87382579,111620041,87276347,73562326,86727555,87177591,0
72,100,16,68,15,38,74,19,112,91,195454861,118207269,91019997,115799007,113102494,144296658,120303454,117058255,153946438,210415354,1
30,6,49,63,65,87,17,85,54,88,134556694,132851371,106573901,106809101,92423451,139876032,149486894,82327674,117281554,87012746,1
85,66,50,74,48,76,23,5,69,9,88719902,40547474,6922000,19757254,43276219,4281729,25907144,26682464,20237599,97590558,0
14,30,82,108,63,80,28,34,33,86,113331514,182993582,132739889,92847434,5150808,169181898,117421467,87586992,86802844,91460772,1
88,62,98,80,58,102,5,49,53,72,59837697,112920799,85815961,15263119,87565571,86761836,129352103,118073569,86721619,86724433,1
26,55,22,74,12,20,41,43,50,1,207829314,129958758,160678812,230617400,114031486,131043881,138885864,111189717,120569619,177416702,0
4,33,88,75,39,71,51,54,49,64,103527848,61130075,322877876,123602460,230288315,10366616,236858633,177648913,115141430,86974263,0
25,106,91,7,47,86,51,39,48,62,124049453,178771086,105939162,113331514,244825713,182993582,87219396,97676580,88655279,34322358,1
51,86,13,9,43,66,72,69,3,23,123051238,89428883,96169991,34322358,112250781,96191708,59837697,52341014,154507788,87565571,1
38,99,94,50,26,76,63,107,19,66,117960951,148215639,139822354,119576842,124168390,137895298,199222238,197849259,140680642,162077924,1
16,48,119,68,61,38,26,100,43,15,221666230,87285329,73562326,86727555,86698277,134276083,89423756,113800818,107803494,137193239,1
65,103,15,8,26,23,18,9,74,79,242697694,243945655,122633513,194521913,229210222,110564478,91918408,116571976,281585108,156410399,0
70,10,20,2,37,109,23,65,15,79,115141430,170532209,11929046,76173488,86974263,40547474,47434686,86726887,43276219,87196890,0
62,60,21,58,54,38,92,50,74,48,97590558,4281729,25907144,26682464,20237599,88719902,40547474,6922000,19757254,43276219,0
79,54,85,65,39,33,48,13,61,64,93712171,26316691,91931211,92926005,86840554,87278757,89625472,70388657,89326318,107644273,1
96,88,89,17,3,11,68,86,41,51,105308199,90423751,98134803,93736444,94612878,86725175,91064780,11550182,89269794,86802844,1
101,71,22,91,15,51,13,19,26,39,117421467,135270298,20321748,3916428,98172857,34322358,106573901,19757254,90423751,91701543,1
42,40,102,64,43,22,101,75,65,73,73562326,87177591,86727555,87276347,86745912,70388657,11550182,89625472,86723143,94049589,1
87,63,88,35,107,102,76,28,109,111,91443418,192914280,91644707,89871557,173476224,110539311,110759067,108717482,113825167,89249333,0
38,76,50,1,112,63,69,56,100,121,113874152,211531481,127077041,397574220,86940305,148177909,399231338,183286411,176227033,182528815,1
83,6,13,17,86,90,18,100,7,12,119576842,148215639,111189717,90882159,114239371,98878010,177416702,107081378,134276083,106863163,0
33,89,9,53,11,54,76,40,3,51,94155156,19672354,100317750,8712306,21265941,86828792,32995405,33989295,85620664,26771994,1
18,74,88,38,87,94,7,53,98,20,272901868,192850764,202834143,126525317,201699003,67088739,326375305,184258685,172782979,333521396,1
20,9,77,45,29,64,101,41,42,34,41288955,87382579,71328475,76482434,101495620,19757254,30237211,3916428,87285329,86738694,0
13,100,12,90,49,34,30,18,107,88,323792491,127077041,152545459,85805514,177085220,164532005,184950344,132309493,155494381,187619311,0
90,86,1,100,21,71,52,55,112,19,5571849,8591574,22915626,70673409,86811043,46103962,1887602,86975889,50380862,30076440,1
28,108,20,17,63,86,8,107,34,65,101695162,91698091,113800818,137272985,130416036,136700299,208796906,128423973,89774212,102856993,1
68,97,72,20,53,25,84,96,46,44,75526665,96415341,129493387,114716113,91701543,182993582,87565571,91450612,87219396,87201671,0
57,16,46,5,70,20,25,107,55,86,323792491,114980990,122867857,91654584,397574220,195749709,144335589,93844612,108939324,119535307,0
78,20,58,70,110,55,22,76,60,111,280420514,103880100,249651648,266548260,78988296,315901992,121510222,91918408,110564478,229984497,1
97,84,18,57,104,99,68,93,94,103,152323936,364590993,375355974,170013214,158571074,273376400,112195016,320467960,113437409,127234664,1
83,55,16,2,63,50,86,10,29,96,120555439,86785102,86761836,118073569,86724433,174054727,40907284,58134384,103527788,128550870,0
101,64,42,93,43,92,20,13,6,47,100075012,113472677,88686147,194547315,162184646,18180970,71286125,40209325,100317750,43720230,0
28,51,101,84,64,97,7,93,92,88,103099205,84469806,161488562,86744322,98577694,93389053,17057316,75187864,18065023,174596086,0
21,45,6,99,7,82,20,26,85,39,86715129,90870825,102522104,153739631,33940828,49930186,34026070,15080507,21737853,3420585,1
67,25,91,27,2,64,72,84,69,21,108680138,49274352,77178681,86169030,31447369,203670537,106783671,93680381,71543249,56771860,1
16,97,70,3,52,112,109,29,36,86,139876032,87012746,117281554,82327674,149486894,113800818,137193239,134276083,107803494,89423756,0
67,101,22,29,97,1,78,26,4,51,89654154,86802063,87442297,126424991,51541746,91369376,92145869,76904792,89330493,86762037,1
100,43,29,4,68,111,49,18,7,22,107081378,106863163,101695162,177416702,98878010,114239371,90882159,148215639,119576842,111189717,0
97,8,50,96,86,107,63,70,106,88,184950344,132309493,115102590,187619311,155494381,91443418,256269737,91369376,192914280,323792491,0
19,91,33,17,98,101,49,75,44,16,1006885,64925785,41470731,106781506,64701691,99720971,70551592,34385433,88553213,150547818,1
65,97,41,52,86,3,90,55,12,23,89406397,86726887,83724325,86741419,104275965,86761836,113945579,86785102,118073569,86724433,0
5,65,63,25,84,60,2,109,3,112,118721929,195350345,100630244,454639196,103725181,94786276,43619695,100058342,94049589,109512357,0
87,65,76,81,62,4,104,94,60,111,99796146,28070572,59463394,95825708,97975407,87285329,73562326,221666230,87382579,86727555,0
59,112,87,11,60,26,62,72,39,55,117281554,136186119,82327674,157475523,188674980,136099804,173812218,148215639,113626391,96768866,1
88,12,5,65,53,60,114,13,48,58,155494381,132309493,87196890,187619311,184950344,91443418,84772440,113457795,89871557,100471531,0
63,85,65,89,86,109,52,79,57,107,88508515,139876032,89157606,87012746,88553213,137193239,173880329,103039499,111291593,103940975,1
113,67,96,25,23,107,54,34,86,97,177416702,106863163,131237305,98878010,107081378,101695162,130416036,137272985,113800818,91698091,0
41,100,92,58,47,68,29,11,81,51,191458152,142589406,136178375,130291279,210287979,117731777,217386639,124780194,138543123,197849259,0
96,95,30,74,7,26,101,93,12,60,122433584,97633952,133565784,86853770,189950197,203905379,122785346,128037720,111033026,133337676,1
63,89,88,5,11,73,98,86,114,28,135878232,89423756,253962772,117990312,108376607,103275898,216067541,176996872,119594755,133705802,1
7,9,47,2,31,50,100,80,45,86,304939240,382155124,348256969,366369854,853046149,180011187,372022646,271278308,152838763,153727297,0
29,109,110,15,20,87,93,38,74,32,141129174,131683710,318274660,92584073,157301568,233214058,118534640,147803752,121109140,302940048,1
37,106,67,114,104,89,32,51,25,5,85805514,154715080,315657960,145550466,30237211,72312627,82262664,34505203,105248644,101356886,1
22,48,53,60,20,72,64,111,43,7,141690233,88719902,90159486,28850313,92266340,104744109,8712306,36864918,24009418,39749294,1
8,31,53,96,26,78,2,20,101,94,43276219,87382579,88719902,86799300,19672354,113055496,99460568,139876032,89166519,113705693,1
54,88,13,25,33,63,79,103,102,98,86829723,125304246,91701543,125888087,86685819,91646642,117106239,5150808,86851657,86785083,1
95,20,51,76,68,65,50,44,21,86,96196828,36547811,53178236,87586992,76600360,30237211,19757254,76482434,86738694,26771994,1
50,52,51,71,56,7,1,4,25,92,121769650,116094746,23796728,181894940,62533910,98172857,141568610,90180366,107855479,92949094,1
88,44,104,91,3,66,65,64,76,18,90180366,245373129,86698277,140746,98172857,76600360,92847434,100028335,96196828,53178236,0
1,78,20,51,50,7,42,101,22,103,103099205,35553869,87907602,89182024,86722079,130971738,119631156,196104531,87040694,125845797,1
31,99,97,93,79,69,86,72,52,65,41288955,76482434,41231571,101495620,119464562,90882159,101695162,108382060,113800818,91698091,0
48,84,36,65,79,102,53,43,78,13,21265941,26682464,96169991,97590558,85375207,91064780,134556694,86725175,112250781,89269794,1
3,33,9,91,49,37,89,52,64,65,44463405,20321748,87360406,87177591,85805514,91931211,26316691,107644273,93712171,36547811,0
27,32,104,26,57,29,84,47,43,64,73168707,127330217,117313145,141092476,150355030,168013592,88489836,135266229,101689280,48505664,0
20,58,71,22,72,45,43,33,5,53,50230560,95145869,1296625,116776337,20441493,10366616,29110522,38515149,115141430,76173488,0
54,86,53,89,13,63,92,39,93,73,93447516,29126401,83724325,91893891,74040691,84105632,83625397,86743641,32922146,104275965,0
91,39,18,30,51,72,61,50,26,13,112377459,93119769,87012746,89603649,3940262,130416036,131237305,140153524,142750189,101375717,0
11,19,31,36,64,71,25,72,55,91,105248644,38628747,94155156,19672354,25907144,71286125,12231202,100317750,40209325,18180970,0
34,33,75,55,26,88,17,31,103,10,70388657,87278757,89625472,86723143,82262664,89423756,89871557,89407113,84772440,90892734,0
1,20,103,22,104,97,84,17,93,101,103099205,87907602,86744322,89182024,35553869,99803639,68340115,174598358,119092730,56617787,1
34,41,101,103,84,64,30,89,83,78,90547237,124542988,133123543,86772934,93304209,148396336,68158089,114668441,103134491,180781833,0
33,16,93,68,13,71,90,75,99,65,10366616,236858633,108452107,86974263,221666230,35334936,206941202,126238768,107485519,61130075,1
37,70,31,83,44,104,25,98,100,5,128701865,358102129,132572732,143294966,244380568,211531481,124553723,111637216,86940305,156029808,1
10,79,99,53,27,89,41,74,72,92,92551671,86741304,96698174,101932097,96708830,102085684,104963314,131380551,96429099,102020930,1
37,88,106,10,86,5,18,8,32,57,102024536,134903105,136575603,51684352,103729052,164536353,129748056,114787051,162077924,107336061,0
107,86,43,72,19,50,13,15,109,51,26771994,94155156,19672354,86725175,41231571,18180970,40209325,100317750,169359249,117015167,1
25,59,106,50,71,85,72,46,7,26,25907144,105248644,19672354,94155156,38628747,119809622,95430068,86761682,27178898,86953414,1
114,106,9,3,88,100,49,112,58,45,148215639,201594424,156662698,111034589,119576842,89217927,117281554,82327674,111189717,149486894,1
45,19,91,22,39,68,89,16,67,101,34505203,88271237,3916428,86700461,90423751,70388657,20321748,114559048,135270298,87586992,1
62,16,54,104,50,79,2,10,84,76,134517038,240116158,102856993,89774212,136700299,133705802,130027499,103275898,176996872,216067541,1
15,87,17,16,69,77,65,3,103,34,114441753,288296340,189398048,140159807,134679634,171211166,141065684,136534526,135260138,205139756,0
109,55,13,64,107,83,57,106,63,86,87285329,89550641,70388657,109512357,117421467,87278757,169025618,116585378,101450083,89117038,0
88,50,98,86,35,106,84,91,2,20,43619695,26682464,97590558,23883296,42989814,152962063,54580962,85375207,86870856,86793739,1
109,68,96,49,52,95,86,65,53,20,100058342,98167706,24009418,245373129,87197791,121769650,26356855,92367063,62533910,57516313,0
41,15,34,30,8,37,27,9,86,78,91369376,92331184,92145869,86741690,92127891,3940262,105599955,93119769,102525542,88933594,0
71,94,26,97,93,59,99,91,2,88,174792508,180427689,86336720,122922759,195865511,211059550,147037334,146309466,182659280,262030408,1
1,25,71,17,101,33,51,22,26,99,88655279,90423751,91450612,114559048,129340473,86664345,27738470,92968238,102732874,60943014,0
90,95,18,100,50,86,38,45,1,31,103354522,137272985,253962772,135384059,205813150,345803031,121833213,94762375,100895600,112531417,0
51,102,5,99,15,96,20,39,68,92,44447459,86230935,105001471,121710498,88153289,97448292,91981924,109883841,109945051,91963568,0
3,45,104,15,88,30,70,90,40,99,189283738,214094971,114335710,400157777,103598460,50580004,412753955,85375207,237610210,99539136,0
11,95,86,96,31,35,30,8,7,28,89157606,88508515,89217927,123854991,100883708,88585077,90031225,89246836,88553213,138885864,0
76,16,51,9,79,87,88,58,11,55,85937380,100704400,41016928,84853828,86919603,21604967,86715129,41470731,115975133,109778511,0
66,20,26,53,8,9,76,29,106,30,173476224,132309493,111187038,187619311,110759067,112377459,93119769,88933594,101450083,145550466,1
68,84,75,10,93,44,50,29,16,65,161488562,177862335,164337285,122035008,103099205,85937380,100704400,164028089,86919603,86036095,0
96,101,84,82,15,89,47,7,20,51,164685813,102096245,91654584,153236858,92704330,89249333,91644707,89871557,89330493,93616251,0
64,30,104,8,42,96,101,7,77,84,44091424,89163371,16280166,87776861,96738880,50674154,46103962,95145869,20441493,1296625,0
3,12,22,104,112,63,17,21,78,84,94049589,100058342,94786276,43619695,109512357,104070670,128771383,35125459,124604563,131638997,1
3,53,69,67,97,56,33,20,41,40,75750590,86870856,90423751,63703276,96169991,100317750,89117038,4281729,169025618,86738694,0
20,103,91,40,19,87,101,17,41,29,166689991,116830683,115953886,117872815,114916911,161488562,50467262,107656415,101079113,86739011,1
109,110,32,34,41,98,70,107,26,29,120303454,178071000,105663807,59463394,157989498,238239590,28936989,100175472,174679221,125845797,1
31,10,34,101,8,43,20,72,29,27,86738730,91494949,115919990,86783795,86802467,105527469,101779353,71701149,77013801,54142931,1
8,97,17,86,88,30,43,107,38,72,101495620,77490514,152962063,54580962,401792574,94155156,19672354,26771994,41231571,86725175,0
18,88,29,101,48,40,84,94,13,43,117421467,123787524,86870856,75750590,169181898,106809101,89137399,26316691,94338967,86750262,0
77,63,83,87,13,86,55,68,9,49,134556694,96196828,89137399,76600360,53178236,87382579,86726887,31078647,87285329,86799300,1
39,89,79,33,55,91,64,34,63,18,89269794,87201671,89137399,86723143,86750262,25907144,26682464,16769223,26863344,20237599,0
97,55,64,54,7,80,75,39,88,86,21265941,8712306,4281729,100317750,19672354,27738470,57835748,24191321,2553754,83707346,1
20,2,50,93,46,10,9,26,96,74,172957393,123250370,97226231,109787078,65664855,86833215,62121785,87948494,120579579,96040518,0
5,54,28,34,16,37,7,13,109,86,94923783,28070572,97975407,59463394,100281069,99796146,242697694,97658618,194521913,155332459,0
97,101,31,15,106,1,64,33,29,43,107897138,88971114,89438610,92590269,51747431,86906439,105779771,105184229,84867383,86802880,0
28,96,46,37,44,29,62,93,86,43,307713863,337910749,165351828,277255104,223621165,336389387,320100893,98349447,357819033,161434793,0
23,79,10,51,52,86,1,103,49,92,100829013,45614257,91191397,91191651,112134915,86741690,89654154,75390186,76904792,92127891,1
88,46,1,97,75,18,86,56,49,92,113070925,113055496,123854991,90938261,103039499,45614257,96886397,91191397,91191651,85485252,0
97,81,31,53,114,109,79,110,51,2,82305765,26316691,11550182,96196828,87586992,116881520,75750590,237238721,90423751,86870856,0
86,58,3,18,55,97,52,80,53,88,89269794,89137399,86750262,87201671,86723143,70388657,87278757,89625472,89326318,101179077,0
65,50,26,106,55,19,63,88,5,91,207814027,108454598,137944511,114776055,138144964,106863163,130416036,125657145,89598554,89407113,0
72,91,100,13,55,8,79,63,25,49,84772440,93670407,82630959,121052479,85417034,101695162,113800818,86774335,113705693,108376607,0
78,68,72,65,42,101,29,20,56,99,28882956,120168188,115153756,108471439,86765987,105040222,101220507,91958022,129783076,174867339,1
51,8,27,11,25,97,64,78,31,95,179405476,201735744,199791485,186954223,204055352,86724433,91019997,86785102,105017751,113637953,0
81,30,15,87,37,68,41,65,74,7,89871557,89330493,91644707,89249333,93616251,98131940,96429099,104109762,104963314,131380551,0
77,106,86,112,55,1,3,79,78,28,24009418,104744109,39749294,36864918,8712306,62533910,126884698,181894940,116094746,121769650,1
96,68,95,16,47,8,25,104,86,107,118207269,182492319,195454861,101779337,249651648,109455705,385750274,402103349,283774700,99672424,1
16,94,65,13,88,6,2,50,27,74,86792034,112377459,86767849,133829277,101695373,90547237,104888934,108223843,91929373,86794404,0
42,68,99,16,22,86,96,27,13,48,162389581,106120242,134679634,137384171,140187206,132239985,103203845,140153524,117281554,124566285,0
26,88,20,13,94,8,41,101,17,103,135145333,164359771,172034303,190568043,119747458,206787832,157964534,114058769,153651633,153376164,0
11,86,15,60,77,72,95,30,89,43,85937380,85008179,87063175,105045291,86822085,97072681,94004717,116525052,84853828,117956848,0
23,100,19,80,5,89,69,95,39,87,121769650,26356855,92367063,62533910,57516313,117015167,40209325,169359249,100317750,18180970,0
39,65,62,70,91,43,21,44,20,57,59463394,204872035,189564374,157989498,105663807,93105560,106032536,87932314,109475059,101191101,1
71,8,25,17,20,101,74,72,50,85,188760397,176696326,118176575,96738880,93568822,55584590,100938969,66961656,88011895,32213622,0
52,13,51,86,54,92,55,48,88,3,30912023,91523488,61679081,30991374,32221170,70181646,400183,2087689,16593893,1217273,0
96,30,14,63,80,8,93,20,84,108,92157386,92997975,76600360,345213266,86750262,43401453,91971075,90200219,35504297,90180366,0
68,10,19,86,57,13,94,103,79,49,176184718,132851371,106573901,106809101,92423451,41231571,86725175,26771994,94155156,19672354,1
98,65,79,88,49,13,80,72,20,87,65623472,85783343,91988610,75721756,26682464,21265941,8712306,100317750,94155156,19672354,0
70,53,23,45,65,76,7,63,104,68,174450569,165839292,185868854,137323908,135389630,369751488,133084797,262367336,93289364,151550803,0
64,15,79,42,57,53,68,41,31,45,73760724,26739660,32438342,89972122,86872602,34726076,86802544,86809886,34547465,29110522,0
33,15,83,41,43,49,72,96,101,91,106809101,26316691,89137399,94338967,86750262,86725175,89269794,86802844,91064780,134556694,1
64,89,88,1,54,46,90,12,51,33,114239371,89371588,98887913,123854991,98878010,87285329,82630959,21289303,87382579,111810822,1
77,92,29,107,72,7,23,10,20,25,108382060,114239371,91698091,89407113,106863163,87276347,87177591,86745912,86727555,111620041,0
16,31,47,29,45,101,69,72,68,33,84671288,108548063,92513570,43810089,12065389,90720587,110115563,115076765,104364296,100352383,1
83,88,55,67,9,46,38,65,70,107,49317728,50828662,86811043,84429681,115141430,154715080,30237211,85805514,315657960,145550466,0
89,23,40,65,11,48,97,39,50,83,65623472,25907144,34128052,97590558,110752309,96196828,53178236,86750262,76600360,89137399,1
4,110,41,13,83,55,71,54,49,90,282359850,85485252,91048330,112552914,81481903,110737401,86857833,108759213,135015075,417154618,1
53,77,102,26,22,99,7,35,65,101,87276347,87177591,86727555,40547474,111620041,21289303,101695162,90882159,84772440,113800818,0
49,50,64,44,84,100,10,31,80,28,108452107,87276347,86726887,86725175,47434686,173476224,121769650,87278757,116585378,73562326,1
29,46,91,83,9,16,13,48,27,55,65782028,24191321,91988610,10878762,88018,114213950,89607491,49382246,69815280,59360853,1
8,7,74,101,82,84,87,47,6,78,92164306,104718656,92145869,100470458,44365813,126424991,38271450,102250219,30373213,90292040,0
56,31,79,78,74,106,88,101,43,33,113708916,105194732,16844582,89558517,8969983,31763321,31456357,190609268,34505203,140746,0
62,46,54,86,96,48,2,76,28,5,91654584,180012313,152545459,116782914,102099826,144335589,121917409,113435203,93844612,86780673,0
80,55,100,34,79,46,54,51,25,3,95692219,87042123,10516239,107877097,5738889,107925680,107441109,107227595,107020545,91788896,1
72,52,16,30,69,49,6,13,27,119,55974918,118899354,113580107,122151192,74767739,125094645,100686979,148605696,372183905,130399338,1
26,105,28,93,21,38,67,49,3,14,86845964,90312938,124620084,86980797,128307170,86958903,86979104,126959234,145969017,316017192,0
79,48,27,9,78,11,20,77,100,86,88704095,69325073,89742217,91918857,86747757,70388657,87278757,89625472,86723143,82262664,0
103,76,53,25,106,104,8,74,114,5,102644565,129585121,118134220,111114687,101586543,129958758,90892734,205813150,207829314,140153524,0
17,11,92,89,55,66,53,38,3,34,91918857,69325073,89742217,88792641,86747757,85783343,74432222,86799300,88271237,16769223,1
93,29,52,79,64,99,106,86,98,101,108376607,92588070,103089999,132239985,114031486,21289303,90882159,101695162,84772440,113800818,0
6,65,92,39,20,68,86,7,11,96,130416036,131237305,140153524,101375717,142750189,89166519,139876032,111533846,113055496,113705693,1
87,19,51,31,74,100,8,28,21,26,194489863,256582168,86767768,115079506,251777413,125299505,103072159,115117956,116910773,136733243,1
19,75,33,77,59,67,110,7,23,83,182993582,11550182,86785083,177411785,81852496,89269794,91064780,93552791,250114507,130801103,1
82,90,63,20,99,53,31,74,7,10,154715080,102099826,87276347,6922000,43276219,19672354,26771994,94054712,88271237,311360822,1
55,49,50,38,56,110,71,73,26,54,98878010,90882159,140153524,142750189,123854991,129958758,160678812,88585077,207829314,114031486,1
84,68,77,10,15,55,83,57,14,60,125740575,208494057,182963367,166924523,117133001,86782944,86819797,102382586,84823349,99727581,1
93,23,83,79,55,76,87,47,92,65,101495620,41231571,41288955,119464562,76482434,90882159,101695162,108382060,113800818,91698091,1
65,39,85,83,12,62,72,16,17,50,38628747,238239590,187824320,40547474,177648913,86698277,87285329,73562326,221666230,86727555,0
86,75,28,6,74,23,8,44,16,50,131380551,98131940,104963314,96429099,122991377,101460882,91191397,101208242,91191651,81481903,1
9,98,41,101,26,93,38,34,79,84,153749549,173836078,96127152,101857896,84399197,85338169,68838211,123758789,60252548,72982496,0
1,26,47,29,50,107,41,56,30,74,171775246,196628643,59752811,21890640,80466386,105045291,111750003,86131091,124438626,97072681,0
106,68,85,86,36,87,74,21,96,47,88585077,90031225,89246836,88553213,138885864,131768153,139876032,89166519,117197143,113705693,1
19,94,84,29,87,79,23,93,38,39,129585121,376322350,89598554,138885864,117990312,89166519,157475523,130416036,173812218,139174891,1
29,86,93,30,22,6,50,47,20,13,19757254,3916428,87285329,30237211,86738694,101495620,41288955,21265941,61284613,97590558,0
69,54,13,98,101,40,83,27,96,43,103755869,129748056,175538337,107336061,157284291,146776927,177982121,181911188,179743164,145401620,0
43,49,55,5,27,28,40,39,7,21,1978666,91642246,86658924,89603649,82229931,99278987,99460568,102787324,89246836,103207115,0
74,28,98,70,64,99,84,97,27,19,110540711,188972713,114919071,102126005,86894490,99798398,364541949,197552016,177560267,108916953,1
62,79,48,23,92,73,102,3,63,9,123787524,89782335,5150808,86840554,124049453,91646642,93736444,116287390,90423751,98134803,1
51,25,87,100,12,13,112,30,71,106,91701543,123787524,120111123,34322358,94049589,91064780,26771994,11550182,89782335,72312627,0
74,32,55,30,50,48,78,68,57,2,129856548,122430230,122999763,122785589,124289206,80190581,142142070,151689739,167748138,96923569,1
100,15,23,27,50,85,18,109,13,79,323792491,187619311,177085220,201741490,192914280,101525357,110539311,260408033,173978074,119535307,0
98,63,64,84,38,103,30,41,68,39,107897138,100790358,88971114,89438610,92590269,109325142,100858909,98081526,101609459,100388196,1
8,103,13,94,30,49,113,84,51,65,84853828,116525052,117956848,94004717,486157553,85937380,86822085,85008179,105045291,87063175,0
99,42,64,112,11,60,93,39,61,68,91554848,121597917,47271025,129352103,100281069,116820161,134121849,194702295,167314004,276575210,1
