hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,is_win
10,16,49,29,101,98,30,41,74,33,1
20,58,28,11,26,93,46,79,38,86,1
75,65,33,26,39,79,89,86,55,9,1
20,6,49,55,50,54,111,2,74,69,0
9,47,53,106,83,34,74,86,64,42,1
28,71,42,21,87,17,15,85,68,55,1
41,76,27,121,16,33,110,3,109,9,0
100,49,112,58,39,101,27,77,108,17,1
8,41,79,10,16,5,65,23,73,54,1
109,102,83,46,87,95,64,28,50,74,1
20,9,48,64,41,43,83,30,65,106,0
49,26,48,58,65,63,78,7,27,55,0
27,69,93,96,103,99,75,16,46,2,1
69,54,91,64,23,74,87,72,96,92,1
68,28,87,11,29,99,26,8,61,91,0
71,45,67,13,26,7,52,49,110,86,1
30,101,95,51,13,2,79,35,94,9,1
3,110,10,108,19,109,26,96,50,9,0
104,41,16,75,92,45,112,71,106,10,1
9,49,60,92,69,88,1,13,23,112,1
79,35,65,86,48,76,96,6,57,111,0
86,85,46,72,80,64,54,58,61,55,1
103,89,22,9,106,67,90,65,96,20,0
7,15,52,110,112,100,50,18,22,91,1
63,90,88,28,11,18,79,50,80,97,1
3,56,43,92,99,79,68,9,51,74,1
64,48,53,62,78,85,86,46,72,56,1
37,34,28,8,55,5,57,74,114,109,1
20,98,80,107,65,97,44,96,84,37,0
46,101,86,56,103,32,20,1,57,47,0
76,66,15,38,26,35,19,30,51,91,0
81,51,90,39,52,8,97,80,79,91,0
77,7,86,23,10,100,12,3,39,57,0
74,55,103,106,30,38,20,88,12,54,0
21,12,30,69,22,34,66,40,14,80,1
86,10,49,16,83,91,81,93,92,65,0
29,64,8,33,39,74,86,55,78,87,0
10,79,87,88,34,30,32,8,55,97,1
85,47,86,104,11,17,7,61,22,50,0
9,93,39,29,30,23,51,41,74,3,1
2,63,84,86,11,87,62,70,34,16,1
93,88,106,30,102,76,16,54,86,65,0
43,107,38,20,18,100,76,72,68,78,1
17,86,88,54,98,51,66,91,39,81,0
71,11,30,12,55,69,21,84,85,50,0
106,40,16,53,66,68,38,63,96,79,1
87,69,56,74,26,107,20,45,55,18,0
58,8,79,17,65,84,90,70,48,55,1
48,78,87,97,16,90,53,86,39,41,0
56,86,51,96,11,20,37,46,98,85,0
25,2,64,94,7,86,95,40,83,110,1
74,16,106,68,96,42,8,29,76,101,1
97,101,18,96,91,104,13,103,20,44,0
39,63,85,112,70,41,75,2,17,5,1
91,53,13,81,66,106,43,110,41,103,0
86,11,87,2,8,10,29,106,75,5,1
64,101,15,98,18,84,85,36,78,30,1
110,72,41,76,83,80,38,13,104,20,1
25,89,64,93,60,49,100,87,48,102,0
2,71,26,35,85,17,7,8,51,101,1
2,35,97,30,7,74,104,101,23,26,0
104,40,50,28,21,85,9,74,100,31,1
40,73,9,85,69,35,65,99,92,5,0
51,84,16,106,47,29,22,30,101,1,0
81,65,60,39,68,77,87,13,61,16,0
64,81,91,98,11,53,51,17,87,66,1
86,13,54,62,92,51,72,39,97,20,0
18,39,69,68,31,7,61,3,28,11,1
20,1,78,103,51,17,30,84,36,29,1
102,21,69,54,92,98,7,5,3,61,0
91,19,23,10,103,8,31,121,98,97,0
15,12,103,86,51,89,3,65,25,48,1
30,54,86,63,13,14,84,39,48,108,1
20,60,55,106,39,71,112,74,93,87,1
20,11,53,16,96,104,87,91,98,81,1
86,110,65,109,60,26,29,31,10,93,0
33,69,21,3,19,80,13,31,32,56,0
86,74,40,99,16,77,25,51,87,13,1
50,15,55,71,1,72,96,3,91,76,0
69,112,20,88,49,110,60,80,70,65,1
59,62,39,69,91,28,97,31,95,114,0
59,38,103,79,94,73,84,60,112,9,1
92,106,69,20,11,89,28,25,71,26,0
104,106,75,83,10,33,114,87,76,89,0
84,2,63,86,104,74,71,98,37,96,1
20,11,59,51,68,25,99,41,30,26,1
106,87,112,8,100,39,26,28,60,72,0
79,10,23,51,66,86,72,13,88,65,1
78,121,41,3,101,34,120,93,84,28,1
94,104,15,85,3,114,88,76,16,68,0
26,46,107,109,55,72,60,90,3,73,0
43,40,16,30,109,19,120,17,102,87,1
46,95,87,26,78,28,20,65,30,94,0
43,101,44,20,96,7,64,77,47,102,0
25,15,99,5,107,16,39,1,104,27,0
20,9,7,65,75,107,68,36,64,41,1
23,9,77,51,69,70,74,106,58,65,0
93,100,51,11,68,28,39,50,7,46,1
2,69,13,73,68,53,50,49,48,79,1
43,101,7,15,77,53,26,34,81,75,1
39,27,11,85,78,6,100,72,47,112,0
72,90,55,13,7,25,60,48,51,79,0
4,84,108,88,35,54,76,51,86,16,0
74,83,79,88,10,96,17,16,47,5,1
83,55,75,86,46,54,84,30,29,74,1
73,70,62,28,79,31,60,84,8,13,1
8,37,55,88,65,28,18,107,54,90,1
109,100,87,108,54,90,52,47,16,62,1
60,85,62,49,70,7,86,72,25,100,1
26,19,7,8,104,13,28,31,47,101,1
77,30,107,72,13,66,39,49,60,102,1
27,96,29,67,92,20,69,86,49,56,1
30,113,102,32,40,104,114,63,86,96,0
51,106,101,1,86,67,26,43,29,75,1
26,39,38,8,66,30,71,25,62,11,1
28,73,39,85,26,72,46,86,100,50,0
40,43,81,51,50,71,113,9,108,3,0
86,83,22,47,29,40,7,101,53,41,1
71,38,87,69,11,68,55,60,106,56,1
91,72,19,85,96,3,8,69,50,65,0
27,56,31,51,34,47,98,73,66,86,0
60,72,3,50,49,30,48,112,55,106,1
49,27,29,34,16,7,69,67,98,68,0
92,37,50,13,6,87,63,39,68,97,0
11,68,7,54,51,33,88,110,70,12,0
45,107,40,111,73,7,9,74,114,3,1
101,96,30,53,89,63,49,78,31,20,1
9,78,31,87,77,33,41,47,43,91,1
38,42,56,85,90,3,48,53,60,62,1
29,20,78,34,87,13,63,50,69,79,0
47,30,107,55,19,39,58,106,26,43,1
15,13,100,3,102,39,18,5,16,33,0
33,35,99,110,20,89,87,84,22,85,1
50,92,28,8,58,112,39,51,47,71,0
63,90,71,36,104,107,4,86,106,53,0
44,84,75,30,29,20,78,110,1,64,1
38,11,3,87,6,18,51,5,103,25,1
2,41,87,11,51,68,69,18,39,88,0
40,84,98,54,51,100,2,63,82,86,0
50,12,85,25,39,26,19,110,28,69,1
25,36,12,3,112,91,72,78,17,31,1
85,11,47,27,71,35,29,39,16,5,1
28,12,38,79,23,8,74,87,41,111,0
89,12,16,68,45,15,104,86,34,100,1
23,67,83,33,110,59,85,77,45,7,0
41,87,9,84,15,16,111,23,73,20,0
11,20,51,78,30,7,77,50,21,14,0
36,87,86,89,29,22,68,42,88,99,1
68,21,100,13,93,39,97,44,112,3,1
71,30,106,110,11,8,20,50,61,9,1
74,84,96,48,50,5,16,85,11,98,0
55,107,50,54,8,59,16,17,111,32,1
74,2,56,119,7,75,51,58,70,25,0
54,30,21,43,69,104,101,44,23,103,1
17,86,35,83,110,22,65,33,31,67,1
13,35,54,7,68,107,34,27,4,104,1
106,87,85,60,49,100,69,31,98,28,0
20,45,93,29,76,22,18,53,25,38,0
67,79,74,52,55,101,65,50,42,46,0
98,69,48,73,5,89,74,9,103,68,1
12,40,65,107,87,93,60,39,86,98,1
86,74,3,8,109,97,25,103,87,77,1
68,91,55,7,63,53,56,29,86,52,0
95,51,76,7,26,2,20,33,94,50,0
88,76,5,9,63,107,20,13,102,109,0
104,20,90,2,74,18,61,65,91,30,1
27,69,1,76,64,96,11,26,51,44,0
62,2,65,54,5,98,32,55,26,8,0
11,7,12,71,50,72,13,87,88,17,1
79,96,43,69,64,68,87,11,47,99,0
2,11,25,93,7,86,29,39,75,99,1
101,106,10,27,69,42,43,47,68,29,1
30,14,84,93,9,7,29,67,101,68,1
65,54,20,58,49,98,33,12,26,50,0
66,39,63,55,29,10,5,7,74,13,1
7,18,21,68,110,10,22,42,20,65,1
46,26,110,44,78,121,48,16,13,6,0
63,50,53,27,78,68,42,76,16,65,1
31,13,54,34,50,91,70,73,69,20,1
27,7,74,102,114,34,9,54,64,51,1
74,69,111,20,19,55,60,28,8,87,0
64,1,103,29,106,44,78,13,84,26,0
8,5,33,107,76,35,109,114,2,86,0
17,7,29,109,26,20,85,110,46,8,1
7,13,74,101,41,42,27,43,102,29,0
74,79,29,93,107,10,20,13,9,103,0
111,96,51,11,28,23,17,30,16,70,0
10,20,87,11,51,55,86,94,70,28,1
7,47,87,29,72,30,94,93,60,75,1
87,39,69,51,54,72,30,41,31,89,1
11,20,51,67,50,92,47,55,72,71,0
30,15,2,100,41,12,38,87,47,20,1
50,33,62,92,51,7,54,17,74,40,1
13,5,38,54,57,88,83,86,76,15,0
94,64,31,11,29,27,39,20,47,81,1
93,26,74,38,103,87,107,8,98,29,0
91,98,17,81,5,99,49,27,36,58,1
21,23,97,63,79,65,80,73,88,52,0
17,107,68,51,54,49,2,86,103,56,1
19,61,97,3,91,71,95,50,104,75,1
20,35,48,78,27,100,101,43,53,6,0
74,54,13,3,16,28,109,102,43,86,0
11,112,8,28,64,21,87,26,22,67,1
86,39,16,65,82,51,1,55,13,87,1
112,19,95,59,96,48,38,76,110,28,1
41,82,63,7,31,46,65,36,28,68,1
51,50,25,100,11,55,30,46,62,2,0
16,102,103,10,75,65,26,81,41,60,1
50,100,25,12,7,28,71,17,30,4,1
44,84,97,87,29,10,101,31,98,96,1
71,98,102,46,13,89,49,47,31,72,1
58,110,18,65,49,30,55,106,107,39,1
38,9,25,1,7,76,60,34,62,28,1
86,99,83,35,98,20,71,97,95,25,0
7,101,51,93,11,65,83,89,22,87,0
74,1,79,73,49,50,10,83,46,96,0
106,107,38,2,54,50,28,85,56,32,1
3,55,74,88,18,60,80,65,47,87,0
70,64,75,78,84,82,46,14,7,110,1
91,78,84,47,36,106,87,8,5,104,1
74,67,68,53,50,79,48,96,17,21,1
11,42,36,101,61,112,55,69,25,71,0
76,66,111,36,81,33,72,74,41,25,1
112,63,88,46,13,26,39,78,90,54,1
47,43,65,102,86,7,90,44,17,41,1
39,12,96,30,86,35,26,104,28,20,0
88,60,7,54,75,83,63,84,51,42,1
101,2,61,19,91,26,46,39,29,58,0
91,51,13,73,87,26,81,75,63,92,1
107,86,13,53,8,82,29,30,111,43,1
111,9,95,103,59,38,1,26,74,68,0
84,49,8,108,87,31,11,96,63,86,1
26,62,11,56,71,25,75,100,15,7,1
114,86,102,93,40,41,37,84,97,106,1
7,11,92,69,87,21,35,6,60,20,0
16,100,27,12,15,68,20,28,9,104,1
38,30,103,77,74,16,48,86,60,76,1
83,52,72,88,17,79,48,97,66,55,0
63,65,7,46,40,9,47,101,42,56,0
22,73,53,89,92,3,76,33,54,62,0
79,76,25,51,54,39,5,72,103,15,1
90,62,13,81,91,78,72,66,29,79,1
8,86,95,2,68,93,47,20,31,41,1
6,34,26,91,28,9,65,89,90,18,1
16,28,63,106,86,10,34,87,66,65,1
7,72,79,51,49,65,89,90,54,86,0
67,58,86,53,47,6,21,79,92,9,0
101,9,65,34,86,7,8,29,43,27,0
87,1,74,26,8,27,41,109,103,34,0
43,16,54,51,87,19,1,34,26,89,1
47,84,72,87,51,40,9,3,19,91,0
92,55,71,95,72,88,89,15,53,63,1
111,98,13,6,90,41,39,26,103,2,1
50,39,72,71,26,100,64,3,6,25,1
49,86,84,45,36,88,19,5,25,56,0
86,13,88,72,69,89,65,92,95,46,0
38,62,93,20,74,7,30,101,76,58,0
30,41,40,68,98,95,82,87,110,62,1
34,2,81,31,16,59,60,17,65,102,1
41,111,103,55,44,28,8,16,79,23,1
106,32,41,38,25,13,30,8,58,28,1
98,1,47,64,84,10,7,78,68,65,0
72,55,47,5,89,92,39,30,21,100,1
8,100,112,51,39,11,72,50,7,55,1
63,65,90,12,3,89,72,76,80,86,1
62,65,86,19,91,63,5,55,9,13,1
78,84,5,6,11,79,51,25,44,97,1
2,95,13,20,96,10,51,39,26,33,0
112,71,7,99,11,30,70,85,96,34,0
8,65,30,101,80,13,70,102,107,27,0
21,87,72,64,28,39,112,102,15,73,0
38,34,8,91,3,96,64,39,22,107,0
21,80,79,38,54,49,92,73,55,52,0
89,51,17,30,39,85,100,112,46,8,0
33,84,15,94,98,56,104,97,16,101,1
27,60,58,46,18,98,4,88,75,39,0
56,87,9,2,23,103,41,98,111,93,0
84,6,9,30,65,50,107,44,93,108,1
102,96,27,68,70,7,48,98,92,88,1
77,11,64,50,85,101,10,42,69,27,1
41,111,73,40,60,86,16,63,51,43,1
18,88,27,25,107,35,8,7,30,23,1
50,2,93,11,86,30,28,75,47,40,1
16,53,10,55,40,81,39,61,58,26,1
88,53,13,9,5,3,69,26,54,47,1
65,25,54,31,62,51,47,86,48,92,1
26,37,2,85,77,72,13,20,68,96,1
93,113,26,60,67,25,85,28,8,30,0
52,97,63,7,34,88,39,21,80,92,1
49,69,53,36,30,13,7,2,31,48,1
112,109,119,40,96,97,106,7,5,63,1
86,87,65,47,74,68,29,69,42,13,1
11,55,20,10,66,1,5,53,85,97,0
15,20,65,22,17,101,2,11,28,50,1
21,101,41,30,93,9,87,43,89,53,0
74,86,106,87,98,80,78,33,83,34,0
20,94,75,22,41,76,30,12,14,101,1
63,55,39,107,85,13,69,100,15,86,0
88,11,101,41,30,75,49,40,54,26,0
50,11,55,51,104,5,16,76,107,8,0
48,83,98,50,76,74,55,5,19,91,0
74,111,23,6,88,18,91,73,65,32,1
96,84,11,65,86,36,94,88,91,30,1
41,74,26,64,16,47,92,8,96,86,0
11,8,68,16,51,43,28,25,87,54,1
9,84,96,92,46,101,85,43,103,99,1
35,2,1,26,3,51,25,30,22,67,1
86,72,39,21,52,92,48,62,97,79,1
47,2,106,68,30,39,50,28,60,15,0
26,49,55,93,107,62,29,25,18,15,1
38,8,17,110,20,84,41,47,2,87,1
9,3,65,18,15,84,69,20,10,43,0
22,38,7,73,68,54,85,51,11,30,1
30,42,46,102,23,7,4,96,93,86,0
57,44,92,88,27,10,87,104,9,30,1
96,63,15,86,68,78,46,13,64,84,0
62,112,22,2,54,83,20,109,71,57,0
3,97,88,17,58,51,72,65,53,86,0
66,17,15,65,7,79,16,95,22,99,1
8,30,63,51,107,74,2,1,37,14,1
16,93,87,55,8,107,70,29,49,92,1
66,64,55,22,72,74,68,18,71,20,0
20,51,86,49,54,12,63,85,97,92,1
74,87,11,7,88,79,9,46,77,50,0
39,63,16,107,92,65,11,81,51,50,1
100,20,43,44,29,76,103,74,41,30,1
72,80,98,89,64,41,88,23,63,86,1
20,28,67,49,50,29,98,32,93,30,0
9,27,46,87,65,48,96,13,79,66,1
29,95,62,78,50,6,74,8,20,83,1
8,11,3,85,100,34,48,112,64,60,1
85,54,51,30,47,71,21,86,92,72,1
69,46,15,84,102,10,101,29,7,95,1
77,16,101,13,9,27,74,33,96,42,1
100,47,110,17,96,97,85,43,27,8,0
83,2,89,86,15,47,62,54,28,75,1
74,39,41,58,20,101,15,104,84,78,1
34,78,12,87,58,77,94,69,3,13,0
57,93,49,37,16,26,92,28,8,106,1
2,27,12,101,17,29,21,95,14,75,0
6,91,46,26,45,12,23,75,70,112,0
38,67,39,30,9,26,43,53,18,58,0
15,39,41,23,79,20,74,47,68,29,0
90,84,13,16,1,9,46,79,48,2,0
52,96,86,78,40,101,69,87,8,29,0
40,6,111,21,98,69,23,79,18,73,0
70,112,69,51,46,12,26,9,86,96,1
39,64,68,74,89,79,86,54,55,23,1
65,39,87,60,109,111,103,93,43,16,1
21,73,16,10,96,86,47,65,58,42,0
46,77,96,7,64,16,27,73,47,98,1
8,88,79,15,3,76,54,16,92,62,0
72,11,50,101,28,39,55,60,112,56,1
7,36,17,109,5,112,106,19,59,78,0
25,86,66,51,35,42,59,47,95,50,1
96,8,19,11,112,84,9,110,70,49,0
23,19,3,69,76,15,63,86,29,28,1
7,59,50,17,2,26,25,51,101,48,0
69,25,72,111,88,62,20,28,63,76,0
12,90,47,40,23,16,63,75,88,9,0
10,68,84,9,78,112,63,104,51,11,1
11,85,50,49,100,68,16,6,13,51,1
91,71,19,87,39,60,98,111,56,22,1
75,15,29,41,42,7,98,27,35,78,1
17,39,55,57,7,11,26,67,87,100,1
54,97,26,65,64,88,13,87,72,55,1
92,13,15,18,84,22,96,17,20,77,1
27,76,84,15,13,106,68,16,109,85,1
84,48,13,104,86,9,28,54,79,96,1
51,11,108,112,20,107,98,19,27,39,0
74,52,77,86,38,72,50,96,3,65,1
51,30,63,92,13,90,54,39,58,53,1
113,65,23,92,85,120,112,104,109,45,0
51,28,20,11,112,50,107,44,109,55,0
76,20,108,64,67,103,88,54,35,37,0
49,75,64,54,17,29,52,79,1,33,1
70,40,29,83,71,84,44,98,20,36,1
1,84,15,94,64,99,95,17,26,33,0
39,91,30,65,109,47,67,62,69,87,0
71,50,85,47,78,100,72,30,110,99,1
99,91,13,104,26,65,89,20,87,25,1
3,29,41,43,16,94,19,78,28,50,0
108,13,87,109,51,103,11,77,49,26,1
87,114,8,88,34,112,25,102,13,6,1
97,7,35,74,68,49,76,79,55,16,1
86,52,12,28,57,110,16,39,43,71,1
43,15,30,29,20,104,53,57,92,6,1
50,8,22,40,38,2,20,100,17,95,1
93,64,51,16,70,5,65,63,88,4,1
19,86,40,46,66,68,7,1,53,74,1
40,65,50,7,35,67,64,86,29,22,1
74,106,9,26,34,10,101,96,86,92,1
76,19,49,68,100,52,88,77,29,86,0
16,101,78,51,10,86,36,15,27,53,0
16,89,98,101,74,64,37,67,96,53,0
65,73,83,50,96,98,74,106,87,40,0
67,16,74,7,50,41,3,83,43,72,1
25,39,20,93,10,7,95,83,46,3,0
17,7,65,42,86,88,26,13,93,11,1
9,103,58,7,49,53,10,79,27,29,0
77,86,110,95,71,106,20,1,51,101,1
92,73,47,42,98,60,31,44,83,51,1
96,42,65,80,27,89,78,7,40,69,0
20,65,8,98,103,68,109,26,17,40,0
11,9,79,98,83,68,65,42,86,106,1
87,93,29,84,80,41,16,9,26,57,1
100,25,106,85,86,72,39,55,30,7,1
72,89,21,13,86,48,3,33,51,11,0
15,47,30,106,85,96,27,41,75,65,1
26,107,9,110,8,101,28,74,63,87,0
77,64,74,103,84,95,101,20,18,29,1
106,101,7,86,17,72,27,21,55,85,1
73,88,46,51,92,69,17,89,40,63,0
62,66,34,41,53,38,5,107,98,8,0
100,78,22,52,41,29,20,54,5,34,0
62,11,30,58,20,77,27,38,74,3,1
49,112,38,6,21,103,16,101,92,40,1
74,12,70,85,21,82,6,63,7,84,0
82,11,50,88,40,109,77,29,20,28,1
49,92,80,9,89,73,55,53,13,90,1
15,79,41,9,13,33,101,39,16,96,0
109,50,35,51,90,97,8,76,16,5,1
78,39,85,86,72,92,51,56,71,52,0
8,62,68,13,20,76,59,65,26,50,1
28,49,67,110,5,34,96,8,25,62,0
62,76,30,29,63,88,3,15,28,80,1
16,37,17,91,54,62,104,98,86,8,0
48,74,7,96,79,72,86,63,76,16,0
50,20,66,38,43,22,68,64,58,10,1
42,101,13,47,106,86,53,99,40,68,1
5,61,3,56,44,38,73,70,85,91,0
76,87,102,16,40,89,53,9,98,23,1
25,79,36,39,96,48,7,2,90,78,1
55,60,64,63,106,30,16,25,54,40,1
74,109,38,26,29,30,98,19,91,55,0
75,8,99,83,17,101,16,81,34,80,0
72,19,102,75,91,55,4,112,21,78,1
23,87,69,63,91,3,72,21,106,38,1
106,78,64,29,51,86,43,68,65,69,1
74,26,21,17,84,2,7,35,66,39,0
15,90,43,30,60,74,68,86,29,72,0
16,49,3,72,51,86,62,13,11,18,0
74,91,2,30,93,5,67,58,98,38,0
83,9,28,31,54,76,14,8,88,50,1
35,55,71,95,37,28,76,8,65,5,1
8,20,21,30,78,22,33,80,40,65,0
7,36,68,9,65,91,46,27,99,78,1
65,106,9,42,79,16,74,75,87,93,0
13,109,112,28,103,91,20,51,6,46,1
103,95,86,17,102,44,57,74,97,5,1
110,68,7,49,94,1,91,71,52,75,0
13,30,54,86,69,65,68,49,15,51,0
107,22,54,43,28,98,111,18,62,55,1
63,61,91,71,90,86,54,92,51,93,1
78,86,34,87,106,20,89,96,63,102,1
110,74,72,107,41,29,60,39,112,70,1
12,16,119,47,108,104,22,27,20,48,0
45,64,21,42,53,101,91,41,72,9,0
3,41,56,22,43,8,74,60,20,66,1
29,54,93,87,107,83,26,65,41,8,1
87,102,52,88,36,67,7,39,97,92,1
40,84,73,68,69,112,30,38,6,11,1
86,60,1,13,39,88,40,106,37,53,0
90,27,38,41,65,21,86,39,33,56,1
96,34,50,18,86,76,28,30,55,8,1
106,86,66,104,56,6,25,9,84,53,1
85,5,89,39,38,72,3,13,31,70,0
50,11,85,57,8,2,26,94,36,4,1
29,91,47,30,8,3,56,104,31,36,0
98,33,87,65,8,73,111,54,28,23,0
111,13,18,25,7,107,97,41,43,68,0
93,20,25,39,10,7,46,83,95,3,0
26,108,8,107,47,7,70,30,13,9,1
19,30,47,28,72,16,27,44,38,43,0
91,9,2,72,87,47,5,39,66,69,1
61,69,72,87,43,42,76,53,58,26,1
16,98,79,9,17,53,88,69,91,93,0
91,65,70,62,69,103,7,95,92,51,1
87,34,119,78,70,16,25,9,50,4,1
50,9,91,49,16,38,87,75,73,54,1
20,76,101,96,75,79,47,30,41,77,1
28,30,63,85,82,35,38,84,37,18,1
9,25,54,79,108,87,19,16,120,95,0
45,96,67,25,27,48,63,2,85,74,1
5,16,103,72,8,23,98,2,48,79,1
49,27,77,66,62,54,96,16,68,13,0
55,64,8,86,43,31,46,60,87,54,1
106,101,42,15,99,30,10,43,96,7,0
61,16,23,10,79,111,59,26,8,9,0
56,65,86,13,16,68,63,23,4,7,0
33,88,63,109,22,23,75,96,70,45,1
50,29,10,16,65,100,72,69,86,20,1
68,10,71,26,11,106,101,1,65,20,0
13,103,98,9,3,8,43,60,64,112,0
17,30,70,72,85,7,50,26,59,51,1
12,91,60,33,26,10,5,22,31,7,1
88,53,20,10,87,50,54,46,65,69,0
1,101,13,71,97,78,67,7,86,65,1
76,28,70,87,88,111,16,9,6,39,0
96,44,20,78,103,43,29,101,1,42,1
111,38,87,49,1,5,9,73,55,107,0
51,80,16,17,86,11,63,70,28,84,0
3,87,53,72,99,22,50,49,71,10,1
30,8,106,20,98,75,7,56,22,29,0
16,21,107,3,41,19,81,87,51,79,0
65,92,97,102,72,89,13,86,55,54,1
78,10,16,50,47,53,96,7,89,101,1
27,60,39,81,48,16,8,108,64,106,0
2,3,9,1,50,112,56,98,13,79,1
68,16,65,97,44,26,69,87,49,47,0
71,43,56,53,26,39,20,106,66,55,1
107,20,53,3,39,41,30,79,74,10,1
12,78,30,86,34,15,29,16,64,18,1
102,48,13,3,120,41,43,23,38,86,1
69,89,66,65,86,93,55,50,63,83,1
85,30,22,44,52,20,29,47,72,7,1
84,70,95,65,71,87,54,28,74,14,1
89,93,84,86,98,16,70,65,20,90,1
55,104,21,112,62,38,56,111,60,73,0
74,7,38,72,3,69,99,91,86,106,0
58,49,48,87,62,57,30,72,100,39,1
34,67,7,29,27,13,77,98,33,30,1
86,92,51,16,72,80,81,78,25,91,0
102,17,8,5,14,20,11,33,51,89,0
19,91,78,39,7,50,2,8,26,13,1
36,71,35,4,68,53,86,107,70,81,1
15,41,85,63,30,20,40,9,48,83,0
46,28,68,3,67,50,21,8,106,112,1
26,102,54,50,73,2,86,15,11,88,0
30,38,69,80,67,65,22,60,81,91,0
77,96,86,75,49,27,98,58,13,44,1
110,65,89,40,90,51,20,26,106,49,0
104,101,86,64,93,29,47,84,68,9,1
65,89,52,13,90,79,72,80,64,33,1
80,85,64,16,25,101,2,37,67,47,0
106,112,61,39,100,87,31,46,60,29,1
80,17,78,3,66,77,39,55,5,19,1
2,86,66,51,11,37,20,6,61,33,0
14,50,2,48,84,23,16,74,41,5,1
96,50,46,73,20,47,89,54,87,99,0
16,94,40,68,65,86,57,84,1,8,0
88,9,10,92,79,106,96,66,50,53,0
87,25,7,51,67,28,86,21,88,75,1
111,65,98,103,41,55,49,87,107,70,0
96,6,5,63,95,88,80,34,106,86,1
43,109,50,84,96,46,72,101,68,61,1
38,39,101,12,86,55,11,106,87,33,0
106,30,85,32,20,82,96,19,14,10,1
5,55,8,17,92,48,80,63,20,31,0
44,46,85,97,100,16,83,5,41,101,1
39,38,67,20,107,25,87,8,53,85,1
46,92,77,62,5,89,45,98,25,72,1
45,100,8,80,38,9,64,22,79,44,1
90,63,74,20,41,97,60,49,27,54,0
101,7,65,10,41,88,48,27,99,47,1
20,50,103,38,94,18,102,93,37,11,1
55,13,84,80,5,90,9,89,8,104,1
36,65,109,37,7,3,57,9,100,43,1
12,22,65,68,7,25,86,93,66,99,0
1,49,64,3,55,25,54,34,56,86,1
30,34,62,15,41,65,11,87,114,100,1
101,42,29,25,73,74,26,64,8,7,0
20,33,35,17,41,67,29,11,75,26,1
74,88,97,52,101,39,54,21,87,5,1
6,28,40,84,17,9,16,3,38,44,1
68,11,65,26,42,69,13,41,88,101,1
76,28,89,84,68,86,88,10,26,74,1
93,52,47,17,89,54,21,86,80,65,1
46,37,77,21,2,114,103,9,101,78,1
79,54,98,8,88,9,89,111,23,65,1
4,22,53,102,47,95,52,104,39,79,1
96,65,89,84,75,93,20,64,103,74,0
7,86,43,80,69,53,78,101,16,73,0
23,58,36,40,53,25,88,99,93,74,1
91,34,59,104,20,29,87,23,8,17,1
103,29,106,31,109,59,110,18,92,100,0
73,28,51,110,20,11,103,65,79,54,0
55,69,27,17,66,46,50,16,9,53,1
20,93,55,69,74,8,12,26,3,53,1
78,66,79,52,80,7,53,10,15,64,0
78,3,88,38,11,46,80,90,54,86,0
41,91,19,68,15,53,43,54,107,87,1
16,69,79,9,93,50,96,42,92,8,0
81,43,107,19,87,89,54,47,86,68,1
78,86,36,90,74,20,30,76,8,28,1
64,39,103,35,77,27,76,107,65,17,0
112,25,16,1,7,100,39,46,10,75,1
21,3,67,28,87,5,34,114,8,16,1
79,39,41,10,23,76,65,86,62,70,0
20,97,73,9,92,26,86,13,54,98,1
53,33,95,93,83,66,21,77,96,3,1
94,58,112,28,39,20,61,71,69,87,0
58,19,18,25,38,20,12,100,69,22,1
65,89,71,23,64,75,97,86,95,57,0
72,87,89,13,100,39,101,51,112,59,0
75,96,86,8,36,52,18,74,2,100,1
28,87,8,65,11,96,100,42,5,46,0
2,40,74,50,45,42,49,75,69,26,1
29,111,8,74,19,85,44,50,38,100,0
62,65,64,49,66,52,1,33,21,90,1
101,22,41,20,65,78,50,84,40,89,0
75,29,15,23,72,76,103,88,37,54,0
71,20,87,39,47,33,75,17,51,46,1
5,43,9,51,73,48,66,49,89,29,0
112,93,38,9,101,107,34,54,28,37,0
48,58,74,97,52,85,72,12,90,80,1
78,47,51,40,50,34,101,43,55,7,0
33,74,77,84,104,106,61,20,96,64,1
20,76,66,55,98,26,88,11,72,40,0
106,26,91,72,51,30,55,7,22,44,1
8,3,2,26,25,37,65,86,30,95,0
19,45,86,53,91,16,79,99,88,93,0
76,62,67,30,29,111,69,58,64,18,1
11,101,84,13,54,15,27,43,96,64,0
18,55,26,34,23,66,17,29,9,50,0
69,20,13,28,50,49,80,27,47,31,1
102,68,15,41,13,64,92,6,61,36,0
74,63,50,20,2,17,8,86,85,104,1
51,33,92,95,11,89,55,72,28,87,1
49,94,53,31,107,3,109,38,98,103,0
79,88,74,52,20,28,75,21,106,93,1
83,53,78,68,41,9,89,39,79,13,1
48,21,86,75,55,45,9,17,52,79,0
16,101,51,106,72,77,68,53,93,71,0
34,72,65,68,100,89,109,60,39,87,0
68,39,89,51,9,86,40,80,73,88,0
19,92,47,68,66,87,9,69,89,94,1
86,2,75,34,10,41,97,37,29,43,1
21,30,91,19,51,20,43,65,26,8,1
68,74,93,20,18,38,26,39,81,100,1
10,46,65,86,90,73,7,92,21,76,1
59,2,48,83,68,92,39,9,42,96,1
84,101,43,98,96,64,92,13,77,29,1
