hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,is_win
114,72,13,20,104,16,26,28,93,106,1
57,14,45,40,55,77,78,27,39,51,0
29,43,54,103,68,107,1,2,74,55,1
62,72,40,51,39,47,66,86,10,103,0
41,86,84,98,74,46,79,47,43,9,0
28,25,44,98,79,103,29,13,26,109,0
12,91,99,40,107,65,92,94,84,6,1
29,75,16,10,79,42,78,65,86,68,1
69,79,78,48,27,98,9,41,74,16,1
21,58,10,20,110,66,47,72,38,107,0
6,51,86,77,92,27,29,57,100,15,1
21,78,43,66,100,52,72,16,98,68,0
66,5,1,74,21,10,58,52,61,29,0
29,16,43,109,87,3,38,7,72,94,0
2,50,11,79,70,112,84,93,98,76,1
86,18,39,89,98,12,87,16,49,65,0
88,22,41,26,73,9,84,85,90,89,0
62,12,52,30,29,37,53,72,98,28,1
69,8,30,7,22,112,1,38,74,58,0
41,29,101,110,47,91,26,70,23,51,1
74,66,47,98,86,48,13,51,87,33,1
90,29,76,109,86,114,121,94,78,18,0
5,55,32,7,9,13,54,66,86,63,1
5,10,86,62,49,74,92,9,79,63,1
47,88,78,87,48,5,13,83,10,65,0
68,16,13,51,18,63,39,88,64,33,0
2,72,7,50,52,39,85,22,30,99,0
87,74,65,16,1,68,67,53,20,17,1
22,6,68,87,21,91,20,61,17,44,0
20,16,11,37,114,54,107,25,5,102,1
110,23,96,27,109,107,94,98,8,31,1
54,50,86,36,78,74,101,96,84,67,1
96,1,74,87,27,69,83,47,29,68,0
53,97,31,92,23,102,103,28,50,60,0
91,60,71,19,65,85,22,47,30,98,0
5,99,72,30,100,86,85,4,52,47,0
9,2,111,59,85,16,46,88,23,79,1
41,106,111,9,63,65,79,109,74,23,1
98,84,62,88,35,29,107,86,8,21,1
7,64,80,13,65,75,93,60,9,55,0
78,3,72,62,13,104,10,27,51,12,0
91,19,102,29,59,26,64,47,38,36,0
77,69,53,27,58,65,89,50,78,79,0
57,17,44,3,23,26,76,29,48,41,1
41,58,88,68,45,30,7,18,46,65,0
51,72,21,100,112,58,8,38,47,87,0
25,75,86,100,59,56,5,51,52,62,0
49,50,7,36,63,41,16,101,78,52,0
19,91,62,29,3,18,87,21,97,64,0
73,93,88,92,54,91,65,70,89,46,1
98,66,40,73,53,89,25,62,9,51,1
55,17,16,37,67,79,66,93,25,2,1
7,68,21,12,17,26,35,51,99,102,1
54,74,99,58,86,68,46,88,69,55,0
7,9,27,78,74,69,101,46,15,30,0
38,6,101,68,21,46,8,2,30,51,0
77,61,13,50,107,26,43,97,106,60,0
35,39,83,96,3,106,41,95,26,31,1
6,21,30,20,9,7,95,13,43,3,1
74,60,41,20,107,70,43,61,62,91,0
46,76,29,16,87,64,89,108,11,15,1
26,40,55,81,74,30,107,13,8,80,1
19,71,20,74,86,69,31,38,91,70,0
28,30,54,62,74,107,87,46,38,70,1
51,89,23,35,90,98,15,88,76,86,0
78,100,58,96,48,27,64,15,53,83,0
19,71,75,28,31,68,30,97,106,12,0
44,8,30,90,96,10,25,65,5,84,0
86,16,84,72,76,28,49,79,48,55,0
83,1,72,63,86,65,81,55,33,52,1
12,90,104,99,51,54,5,65,76,14,1
88,2,79,74,34,87,65,9,76,83,0
17,68,95,27,69,43,29,94,111,30,1
63,48,11,89,83,72,64,74,55,88,0
3,64,74,28,72,102,112,8,11,97,1
13,84,63,20,104,101,91,96,19,29,1
64,3,91,19,9,21,102,67,98,87,1
89,3,51,88,5,96,68,27,9,46,0
5,107,88,109,72,21,71,54,58,47,1
51,30,74,114,9,89,78,21,77,25,1
6,3,32,29,9,13,112,107,54,58,1
93,38,32,68,70,84,111,8,98,65,1
98,20,68,15,44,86,30,96,74,47,1
16,48,103,88,86,69,102,63,39,58,0
44,51,19,75,9,87,84,54,39,100,0
106,112,28,86,72,93,7,11,51,50,0
25,28,2,70,37,86,54,97,7,94,1
43,69,85,27,86,6,101,20,40,29,1
73,11,107,55,86,83,94,38,88,70,0
78,49,100,87,63,51,15,52,54,68,1
111,104,107,89,88,76,96,87,65,14,1
55,30,28,94,93,107,50,70,96,11,0
53,38,90,54,79,1,55,45,7,86,1
92,11,81,51,91,53,62,8,86,97,1
40,9,74,50,21,83,33,46,93,96,1
52,78,86,17,16,65,85,49,40,89,0
66,12,43,108,87,86,35,68,16,9,1
45,37,51,29,1,99,101,7,15,43,1
34,38,50,77,60,55,7,17,68,8,1
70,96,5,62,13,8,28,9,86,55,0
93,50,55,7,49,20,87,34,6,51,1
38,109,111,20,28,94,18,86,57,17,1
67,47,51,84,97,20,15,7,3,13,1
3,72,85,100,106,31,39,50,59,69,1
114,97,39,27,54,5,25,51,109,88,0
3,11,26,7,67,21,50,74,2,69,0
8,65,7,26,46,20,25,71,35,96,1
98,103,17,28,107,110,8,9,23,41,0
86,29,56,68,15,43,7,96,8,101,1
100,26,78,21,39,2,102,50,63,17,1
38,13,63,80,110,81,43,2,36,57,1
91,106,42,88,3,87,54,55,13,26,0
33,8,65,27,43,41,7,106,40,101,1
72,3,19,91,120,61,112,9,114,85,1
72,31,99,26,14,20,74,86,6,88,0
13,59,50,69,112,68,28,42,39,3,0
30,17,46,29,57,74,94,16,110,101,0
47,31,9,3,16,96,93,50,20,8,1
71,99,12,85,112,9,79,19,91,65,0
76,49,98,89,50,86,15,48,96,27,0
7,113,9,55,111,107,68,13,73,40,0
102,47,20,64,30,41,18,74,31,38,1
21,50,7,100,106,87,112,55,25,59,0
8,84,59,111,55,23,74,30,16,10,1
46,8,31,99,86,26,101,89,29,69,0
9,18,6,36,85,112,56,19,100,75,1
38,78,49,50,92,90,12,25,121,16,1
112,74,19,63,31,2,91,87,4,72,0
66,10,21,49,53,17,90,80,72,86,1
44,36,2,57,47,7,85,72,20,26,0
60,17,55,11,87,112,39,38,1,7,1
72,100,88,101,17,52,86,48,112,55,0
13,10,43,40,64,51,48,58,39,88,1
88,8,86,44,91,27,96,74,31,1,0
17,11,55,71,112,72,56,7,57,50,0
20,4,97,110,43,39,26,107,54,53,0
65,28,20,43,3,21,13,98,88,72,1
92,96,69,86,63,6,15,41,68,30,1
65,84,93,36,91,88,68,40,43,47,0
72,110,106,91,7,20,36,56,17,119,1
33,7,56,40,75,51,113,36,88,68,0
16,41,78,68,55,19,9,20,53,27,1
60,47,75,81,45,54,64,71,13,61,0
86,47,96,15,92,98,88,95,39,66,0
56,13,32,30,41,91,7,64,80,99,1
76,87,41,85,19,94,21,78,100,30,1
101,41,64,2,53,16,15,45,66,89,0
43,41,33,30,77,74,51,79,94,9,0
74,48,82,112,84,50,8,85,11,57,1
39,12,73,71,101,30,72,46,100,85,0
7,25,18,13,111,40,47,51,68,41,0
38,53,30,10,57,20,3,102,74,68,1
40,88,45,99,90,87,6,9,53,50,0
23,19,91,78,21,20,6,76,55,87,0
20,87,25,41,75,110,74,91,62,99,0
57,67,50,29,43,6,74,68,28,79,1
9,78,79,35,64,41,74,29,7,101,1
68,17,89,86,53,56,50,96,74,82,0
9,79,98,83,11,68,65,42,86,106,1
80,7,66,96,20,17,26,30,35,29,1
88,87,89,72,17,39,12,55,7,112,1
76,65,48,85,86,64,87,54,104,13,1
86,104,28,15,84,2,16,87,8,22,0
67,47,17,85,79,72,55,30,37,88,1
39,107,18,29,68,43,62,17,38,64,0
91,69,13,83,93,48,46,68,20,65,0
30,75,69,42,16,9,31,41,20,15,0
76,9,16,51,17,23,21,49,5,62,0
37,64,67,92,55,72,53,83,86,39,0
6,19,83,110,46,2,30,70,119,47,1
12,25,22,102,18,7,15,95,27,2,0
103,7,91,19,45,89,52,15,20,40,1
99,102,5,83,74,19,106,65,71,91,0
44,101,17,84,69,78,114,64,11,28,0
76,43,30,103,7,1,29,20,106,9,1
51,89,64,52,63,92,79,48,46,80,0
50,106,46,84,55,112,60,15,26,67,1
107,43,63,77,58,27,99,8,91,65,1
8,74,87,97,68,20,102,36,46,18,0
41,109,110,23,97,100,80,77,50,75,1
75,42,69,68,99,82,33,63,102,78,1
86,51,57,18,21,9,79,94,41,74,1
53,79,33,96,74,9,101,34,29,89,1
35,114,96,8,37,46,67,27,32,55,0
54,74,79,41,26,76,64,104,107,40,0
48,65,11,23,79,87,75,28,74,56,1
67,92,34,38,20,16,46,72,60,30,1
77,87,13,94,60,48,43,49,86,103,1
16,12,37,53,90,89,83,62,11,20,1
70,96,68,21,100,53,3,9,97,52,1
76,107,87,69,94,57,100,19,12,30,0
3,49,97,53,91,51,54,79,78,90,1
54,49,107,68,29,26,65,40,100,73,1
9,53,51,87,76,89,30,49,103,57,0
47,104,45,64,100,7,25,77,57,31,0
33,41,15,21,26,28,64,111,100,72,1
106,20,69,86,11,71,19,3,101,72,1
54,17,3,89,65,21,102,93,63,55,0
85,49,27,65,54,64,87,25,63,7,1
6,84,13,35,92,86,16,48,61,85,1
13,91,81,25,97,65,53,3,76,72,0
65,75,1,100,19,93,28,55,86,17,1
50,62,21,35,16,110,71,55,76,54,0
100,44,15,53,45,107,112,39,29,94,0
72,33,41,13,3,80,20,93,57,21,1
25,58,54,76,62,3,6,92,53,47,1
14,55,41,9,74,51,13,83,87,77,1
68,12,62,17,20,35,83,28,101,55,0
100,45,70,87,55,13,108,16,1,64,0
50,111,11,16,20,17,55,23,63,86,1
86,80,97,58,54,25,3,51,72,46,0
95,79,54,68,55,63,86,74,88,66,0
31,99,36,39,93,56,5,14,7,25,0
11,28,21,64,31,112,100,70,9,106,0
68,20,67,47,88,50,65,66,89,80,0
12,103,45,37,25,52,57,87,49,51,1
91,96,33,19,106,68,74,63,86,98,1
79,27,8,38,63,88,39,25,10,54,0
93,20,21,101,69,79,74,45,64,33,0
34,29,31,44,26,50,43,33,59,95,1
23,63,100,87,96,15,29,4,27,51,1
32,31,29,42,47,101,7,41,106,46,0
76,23,62,98,18,65,20,32,104,1,1
7,84,35,17,100,6,86,85,11,21,0
48,20,13,9,86,88,60,17,66,68,0
89,72,17,83,92,51,40,70,91,53,0
68,20,29,22,41,99,17,62,50,54,0
30,55,62,41,74,69,49,54,107,111,0
63,86,92,98,60,17,9,103,77,87,0
86,97,92,46,1,11,28,88,53,79,0
97,25,5,65,96,20,51,74,77,30,0
69,54,5,53,58,1,68,86,96,106,0
47,106,15,42,68,74,63,27,64,69,1
71,55,8,11,3,91,79,19,7,25,1
90,7,39,85,89,68,55,49,29,81,0
25,87,68,100,1,28,39,61,55,112,0
63,40,98,3,80,86,55,73,49,66,1
86,96,44,49,3,33,90,100,15,93,1
30,96,85,64,11,29,89,5,103,99,0
86,85,56,55,18,33,78,46,64,63,0
93,7,25,112,17,75,72,86,71,39,0
2,32,46,68,41,28,23,57,43,44,0
13,9,66,54,83,52,63,53,39,64,1
74,7,48,65,79,64,21,39,88,85,1
85,87,110,93,44,94,30,75,39,71,0
103,77,15,19,26,18,63,48,78,87,0
44,22,103,5,29,13,64,20,88,41,0
46,21,87,29,26,51,40,11,20,7,0
38,3,72,74,62,76,41,23,57,20,0
62,74,3,21,100,93,55,112,15,5,0
102,6,35,27,71,16,2,44,15,30,0
65,93,84,51,11,86,102,2,48,106,1
76,40,92,98,89,51,20,1,11,5,1
92,6,13,95,60,30,96,110,44,25,1
88,52,72,55,80,86,13,79,77,12,1
47,86,69,29,68,16,19,91,96,34,1
74,9,31,28,50,43,63,5,103,92,1
22,96,101,9,71,12,7,53,87,39,1
2,88,17,5,95,97,49,86,83,8,0
58,29,41,86,30,99,20,36,64,47,1
73,9,76,42,90,89,66,96,86,93,0
91,85,71,47,52,99,7,39,31,25,1
7,17,51,44,101,93,47,57,22,20,1
10,49,107,53,90,28,44,86,11,18,1
3,63,62,46,55,76,5,84,88,54,0
39,1,86,100,57,62,19,27,38,94,1
89,111,65,59,43,28,26,9,103,109,0
103,37,106,16,42,8,100,53,17,5,0
27,96,43,50,41,64,92,88,69,47,0
44,9,87,66,28,65,57,41,90,93,1
13,53,90,54,87,86,92,55,17,72,1
20,39,1,38,29,94,81,91,28,107,1
47,66,69,20,36,99,17,33,7,25,0
76,26,101,77,2,51,52,3,108,56,1
55,112,76,60,70,10,87,74,68,100,1
47,29,43,83,20,65,44,13,30,84,0
7,26,1,39,55,72,86,112,21,110,1
86,65,26,80,55,90,13,88,11,51,0
2,82,19,88,75,77,84,50,25,114,0
62,54,13,3,22,36,6,46,16,64,0
65,8,74,87,58,54,97,84,99,90,0
50,72,89,55,64,54,86,90,29,17,1
91,87,14,106,72,17,30,54,7,51,0
30,1,47,50,74,43,93,83,63,45,1
9,36,69,75,58,12,96,7,101,25,1
9,42,43,29,68,103,97,46,20,41,0
95,27,34,51,41,88,1,13,30,61,0
30,7,74,82,51,29,106,84,68,18,0
97,88,43,68,77,92,73,20,33,6,1
53,33,54,40,27,3,22,48,103,83,0
106,68,96,75,86,89,30,84,13,29,1
34,28,86,57,8,27,83,54,102,13,0
101,41,69,64,106,16,79,29,43,74,1
3,75,8,29,42,9,47,7,101,41,0
16,97,17,8,86,78,90,30,46,54,1
63,52,53,39,88,51,92,86,89,23,1
11,42,55,68,63,17,69,93,3,92,0
8,27,30,69,29,19,91,38,74,33,1
110,41,72,74,107,43,33,56,29,100,0
7,78,26,61,72,82,11,28,20,75,1
9,6,16,86,57,35,55,112,18,107,1
17,20,110,54,103,96,101,97,41,84,0
86,97,76,79,48,12,62,29,39,90,0
88,107,73,37,72,110,96,34,86,80,1
59,84,41,111,39,109,14,79,23,2,0
20,26,54,73,110,74,1,88,87,84,0
107,38,102,109,79,103,93,73,65,111,0
55,101,67,78,16,26,93,41,31,10,0
7,100,68,39,19,52,85,72,13,26,1
89,88,74,64,84,83,65,77,45,30,1
76,8,86,16,90,55,50,95,35,28,0
28,112,92,106,25,44,76,50,51,100,0
34,28,26,63,54,8,16,84,3,76,0
47,7,77,33,13,42,98,63,68,93,1
71,89,110,25,87,17,20,75,12,65,1
28,54,64,15,86,102,111,82,48,84,0
107,44,20,28,98,32,55,87,78,93,0
67,50,40,79,91,101,56,83,65,45,0
106,93,7,103,64,98,18,84,53,43,1
42,88,47,16,101,94,86,68,57,41,0
60,64,98,39,65,108,44,70,30,91,1
8,11,29,87,84,34,109,55,50,107,1
22,18,30,86,29,93,74,41,62,75,1
65,114,43,7,113,87,104,45,88,63,1
38,6,62,10,111,65,75,44,20,9,0
69,68,93,13,62,58,47,29,70,49,1
40,21,66,106,28,30,19,63,85,69,1
11,112,8,31,71,19,62,93,3,55,1
15,30,38,26,34,106,75,21,68,67,0
39,41,73,30,100,27,49,103,20,78,0
52,66,33,6,17,31,12,36,107,106,0
77,21,27,65,66,28,13,68,20,98,1
68,83,4,96,22,34,31,3,9,78,1
57,23,11,63,30,51,19,27,76,58,0
71,100,85,40,79,8,92,97,80,84,0
13,43,107,87,96,98,9,8,20,79,1
63,23,93,34,20,79,84,59,8,98,0
95,46,39,26,85,35,99,21,87,33,0
13,51,10,53,30,40,112,71,62,4,0
70,72,52,13,79,54,90,88,80,97,0
72,39,58,100,64,51,98,27,11,104,1
15,94,87,57,16,78,43,112,28,80,1
26,75,28,46,93,29,110,87,18,73,0
19,54,55,26,60,20,38,18,13,111,0
98,62,86,29,8,37,38,84,74,70,1
54,49,15,68,100,33,19,27,14,39,1
95,86,32,55,76,14,3,33,106,80,1
55,93,64,8,5,52,49,62,73,79,0
25,51,21,10,108,65,12,89,15,101,0
9,88,4,31,99,70,64,7,109,57,0
38,30,31,41,94,88,79,106,87,109,0
38,50,112,8,28,72,106,86,51,68,1
59,86,85,46,72,55,71,12,50,11,0
1,86,16,9,46,2,75,44,76,84,0
96,39,16,41,30,67,78,99,68,20,1
100,109,43,7,87,68,72,47,19,51,0
76,7,55,8,79,9,37,16,84,93,1
9,5,60,84,69,78,29,20,66,82,0
39,19,88,54,90,85,72,13,55,3,0
2,1,27,107,13,93,26,65,100,9,1
9,19,68,83,10,30,65,86,47,13,1
64,63,79,78,74,106,13,65,50,16,0
53,83,52,106,51,34,55,17,26,101,1
100,51,72,21,112,58,8,38,47,87,0
86,74,96,10,101,20,83,78,21,29,0
99,16,69,101,39,15,42,27,29,78,0
30,60,6,11,21,34,68,7,95,38,0
63,79,72,88,87,3,51,90,56,65,0
21,9,89,73,87,88,80,27,74,31,0
3,81,53,76,102,61,38,111,8,30,0
75,16,35,84,70,79,57,23,8,34,1
70,38,22,7,20,3,87,1,99,74,1
97,95,42,9,71,54,88,102,101,99,1
34,54,104,90,7,8,74,86,65,32,0
9,27,74,89,99,96,16,77,17,79,0
39,98,10,87,84,79,9,16,76,70,1
17,30,51,35,83,20,41,11,68,8,0
83,69,50,34,1,51,75,42,43,40,1
42,75,34,29,86,7,92,15,17,78,0
107,55,93,97,87,69,91,104,1,30,1
8,99,16,35,101,62,25,59,100,7,1
49,92,98,99,87,15,47,75,68,37,0
86,55,50,93,42,96,19,26,16,69,1
70,8,16,83,64,54,74,84,28,87,0
41,8,103,26,94,74,64,79,65,18,0
69,86,2,98,74,18,57,46,16,52,0
30,17,12,84,13,104,57,86,11,100,0
51,56,96,92,75,106,27,40,46,88,1
8,86,79,23,49,32,11,40,97,33,0
8,50,39,55,7,71,1,11,85,86,1
16,21,65,72,52,51,20,48,86,39,1
46,100,25,105,50,112,22,89,55,4,1
33,20,65,8,74,87,43,106,107,29,1
70,65,55,92,91,88,54,49,51,86,1
69,30,74,18,41,94,61,98,107,26,0
35,107,6,87,40,27,96,63,44,84,0
99,21,4,51,29,88,109,38,39,3,0
41,43,100,110,53,20,7,112,77,74,1
25,4,16,62,79,93,86,43,120,66,0
52,20,48,32,49,16,91,58,17,8,1
74,64,79,55,93,83,96,91,10,13,0
110,29,69,56,65,103,2,98,55,71,1
84,61,101,18,49,98,6,29,3,53,1
20,23,74,68,99,95,41,9,33,3,0
80,91,47,19,101,68,55,96,27,15,1
83,54,9,86,76,59,79,17,91,96,0
112,96,12,59,7,84,36,72,23,91,1
26,80,55,93,107,18,66,38,20,74,0
77,107,53,87,43,20,51,110,109,74,0
13,64,8,109,89,12,100,106,51,87,1
97,42,48,51,101,68,33,13,96,15,1
86,34,53,3,67,79,17,16,13,69,0
89,86,23,63,73,55,93,83,64,12,1
49,30,41,67,103,93,38,107,94,68,0
60,38,106,86,12,13,114,81,65,27,0
20,84,96,17,6,16,78,76,101,64,0
107,104,8,109,5,46,30,14,88,63,1
92,6,71,20,11,95,7,51,25,39,0
54,25,7,46,63,61,17,92,72,86,0
86,11,102,65,12,74,42,3,87,96,0
40,30,41,49,60,20,69,34,77,55,0
114,37,25,10,88,55,83,94,110,20,1
96,14,86,34,65,8,93,104,84,87,1
70,28,69,76,26,43,58,111,38,47,0
77,11,92,65,32,114,46,5,8,104,1
43,75,9,7,41,83,76,65,6,13,1
65,84,52,94,78,97,101,33,96,44,0
99,93,58,43,20,30,67,61,39,107,1
47,99,26,27,75,86,12,68,108,8,0
73,76,67,92,65,40,23,86,103,63,1
50,76,25,53,28,73,62,29,60,104,1
54,100,87,19,55,65,3,43,72,103,0
29,6,17,66,26,2,10,30,86,73,1
99,94,14,13,86,18,17,40,16,75,0
89,25,28,90,7,106,5,102,8,114,0
26,65,40,20,89,99,71,94,50,28,1
16,37,106,47,86,50,72,96,79,63,0
84,63,96,17,31,68,15,69,86,78,0
7,102,26,39,31,112,106,78,11,86,0
26,35,65,86,99,7,95,71,22,50,0
40,31,106,1,14,25,16,58,114,65,1
23,57,39,15,64,86,62,11,78,113,0
84,60,29,8,47,57,21,54,30,2,0
52,86,49,63,98,40,23,1,26,14,0
16,57,54,25,50,11,87,114,8,88,1
43,7,54,69,31,79,34,64,9,99,1
79,22,65,16,54,2,48,46,42,20,0
109,37,114,104,25,100,70,102,35,5,0
3,41,63,76,66,72,13,100,112,80,1
13,98,109,23,111,54,65,84,94,9,0
48,25,23,75,65,41,68,16,76,54,0
20,7,54,29,17,30,47,91,99,19,0
7,35,93,83,87,50,61,39,81,91,0
27,39,7,54,97,65,86,25,72,16,1
91,66,21,6,49,77,34,29,87,20,1
41,52,97,16,86,96,74,62,84,63,0
95,63,25,79,96,89,17,5,103,12,1
82,8,60,107,86,11,16,20,51,27,0
18,16,50,79,74,52,112,12,51,100,0
16,87,63,12,66,100,13,43,37,54,1
63,75,49,80,90,81,39,91,62,79,1
36,14,102,11,86,43,99,60,5,1,1
19,101,91,97,51,17,39,87,83,48,1
58,91,72,51,44,6,21,110,86,92,0
12,55,7,97,90,86,72,25,65,79,1
2,7,15,39,86,65,26,95,97,22,0
65,83,79,9,47,3,72,63,20,37,1
12,69,85,76,121,96,11,44,50,100,1
12,53,3,62,81,16,69,67,31,74,0
37,65,51,11,20,1,14,57,17,86,0
2,65,33,101,94,76,30,20,38,6,1
26,69,67,49,112,54,101,13,87,65,0
97,109,5,51,76,102,3,46,98,32,0
74,83,5,16,44,28,93,50,25,88,1
114,37,95,57,34,28,54,83,87,17,0
85,7,112,11,6,46,106,28,61,50,1
79,80,13,52,72,91,19,62,25,3,0
44,87,26,99,22,101,19,78,91,16,0
25,79,4,11,7,100,112,93,62,39,0
18,46,48,61,64,66,55,78,79,80,1
65,74,6,33,87,80,91,81,25,111,0
101,93,110,106,97,30,74,109,8,33,1
65,54,90,88,13,80,55,72,85,87,1
92,6,17,7,25,50,11,55,39,86,1
79,23,52,49,38,87,13,50,99,72,1
72,27,91,11,60,6,39,56,87,20,0
69,87,55,74,77,3,21,28,42,9,0
25,61,90,7,5,50,53,20,45,48,1
68,75,64,78,41,91,104,30,18,13,0
94,26,96,92,6,97,30,95,51,20,1
34,3,70,10,36,110,114,84,106,97,1
55,86,51,6,46,14,11,30,2,8,1
21,25,7,12,50,49,86,6,36,84,0
20,28,57,44,25,16,8,48,32,87,1
42,41,78,75,15,77,84,69,87,43,0
37,97,16,8,85,84,96,33,93,17,1
9,68,63,111,27,105,30,39,84,47,1
111,107,106,43,53,65,26,76,66,72,0
88,85,72,94,111,68,77,53,20,22,0
55,31,63,26,73,20,56,11,62,41,1
111,8,97,4,84,86,28,55,39,93,1
106,101,78,96,27,7,51,76,26,47,1
3,41,38,34,23,22,78,79,12,19,1
20,65,95,6,64,4,68,106,53,2,0
11,26,40,65,57,93,47,106,102,5,0
10,33,76,14,71,72,16,108,61,91,0
65,26,17,9,8,76,63,95,33,20,0
93,121,97,9,3,79,34,16,54,96,1
69,30,50,96,77,101,82,9,7,98,0
78,71,30,39,7,11,20,101,17,51,0
38,106,85,93,21,34,88,3,9,77,1
29,84,20,1,9,8,50,75,32,110,1
4,65,9,69,3,76,87,83,99,93,0
112,7,110,56,17,33,106,63,5,70,0
58,69,26,12,72,74,70,7,30,38,0
54,34,75,29,84,7,47,4,78,31,0
95,5,104,88,50,54,28,37,65,11,0
16,30,13,36,41,20,65,45,49,83,1
5,114,65,8,76,90,96,20,106,70,0
92,72,55,98,5,88,27,43,8,40,1
38,39,26,101,41,93,87,73,29,103,0
85,112,100,21,28,91,99,11,57,7,0
7,96,45,10,3,61,91,72,31,104,0
95,89,33,51,30,66,46,10,86,72,1
75,67,23,36,7,91,84,19,6,72,1
2,23,48,34,79,54,57,46,63,75,1
5,25,110,71,95,109,87,13,32,55,0
112,93,55,57,72,53,62,19,34,91,0
8,92,26,2,47,65,41,35,20,101,1
37,30,46,87,78,73,27,31,13,41,1
47,35,83,27,110,89,68,78,39,26,0
51,75,74,16,41,9,34,79,76,23,1
55,53,12,79,90,88,86,13,62,54,0
90,44,89,102,7,80,96,60,17,86,1
33,1,55,31,16,10,74,20,21,50,0
41,10,87,82,84,111,99,26,67,9,1
6,16,98,86,50,44,55,8,87,71,0
19,53,111,71,10,65,15,85,27,1,1
51,56,92,75,96,88,106,27,40,46,1
104,90,10,74,103,62,101,65,98,1,1
93,49,60,51,20,110,74,28,62,2,0
15,33,95,64,108,19,1,86,31,38,1
96,48,30,71,74,64,109,106,107,98,1
86,88,34,68,69,27,23,41,74,58,1
46,8,62,7,112,72,68,100,73,86,1
73,55,89,58,23,86,53,76,92,15,0
17,57,99,82,43,7,34,101,4,55,0
23,79,9,38,8,63,84,46,28,90,1
89,96,79,21,68,86,43,2,9,7,0
11,107,53,12,68,38,63,20,54,43,0
60,13,6,84,63,48,78,47,68,16,1
86,48,5,65,2,16,87,78,23,68,0
2,20,5,109,35,64,36,29,62,67,1
41,19,91,33,31,50,9,13,3,109,0
34,80,30,16,55,45,75,8,53,86,0
68,100,48,96,46,106,55,17,86,40,1
65,63,74,86,100,31,91,106,29,19,1
31,28,81,91,76,30,41,69,99,56,1
62,8,16,93,50,86,76,104,80,100,0
19,39,37,114,104,54,72,45,16,50,0
3,72,97,53,65,66,57,13,90,77,1
38,30,73,3,93,107,68,74,28,54,0
67,3,102,65,71,26,55,41,62,74,0
51,9,34,72,7,20,88,43,29,63,1
13,41,32,30,110,23,26,91,60,48,0
68,56,29,41,101,9,64,13,84,42,0
63,107,28,55,73,104,48,86,57,106,1
9,69,114,27,57,100,84,78,48,15,1
74,10,20,98,107,26,63,13,18,7,0
58,91,17,88,49,16,53,98,56,7,1
1,87,29,47,84,7,46,82,55,64,1
88,33,9,49,86,85,63,106,7,109,1
68,93,53,16,89,78,77,79,31,65,1
2,86,76,15,84,18,16,36,87,98,0
93,68,91,104,22,3,47,20,69,44,1
2,71,25,11,87,97,60,26,51,94,1
32,98,16,64,34,9,52,104,37,18,1
16,31,15,10,62,29,104,100,64,59,1
22,77,41,30,20,50,46,94,29,84,1
92,70,114,46,86,63,2,106,5,8,0
3,89,11,88,77,51,15,38,49,87,1
23,54,79,69,40,82,16,13,65,37,0
20,67,53,96,92,65,101,54,93,16,1
86,51,66,60,35,39,31,98,58,48,1
91,6,65,30,53,19,58,106,87,76,1
31,55,10,9,18,84,17,28,54,101,1
19,91,26,29,74,96,20,78,77,101,1
67,68,22,53,5,21,25,65,9,89,0
95,6,39,26,101,93,25,7,92,2,0
109,58,65,29,20,87,38,93,69,34,0
13,68,70,60,25,1,58,71,7,40,0
82,27,100,39,16,47,65,77,33,50,0
38,74,103,18,20,28,112,43,50,109,0
30,100,93,39,26,97,5,86,41,72,0
79,31,1,13,97,63,86,54,39,16,1
39,93,55,30,107,104,86,84,8,74,0
1,3,19,110,9,63,100,46,33,112,0
51,50,9,5,17,48,106,87,96,73,1
15,5,88,106,110,87,40,43,84,55,1
68,2,52,22,81,50,10,74,7,69,1
106,100,87,69,97,12,110,7,14,86,1
27,43,7,29,10,53,74,64,66,35,1
2,12,101,7,95,39,94,26,16,61,0
15,20,2,6,87,97,101,91,17,19,0
75,96,30,47,93,9,84,98,52,43,1
91,81,74,50,39,6,53,100,111,65,1
9,84,59,23,38,46,65,103,30,41,0
38,46,68,7,39,65,21,53,28,69,0
86,46,7,51,80,71,98,102,87,109,0
22,31,84,64,47,15,87,33,7,106,0
55,102,43,30,32,5,10,63,65,107,0
8,20,46,58,47,72,4,100,49,50,0
41,103,20,69,34,54,32,29,5,74,1
87,43,64,82,65,89,40,103,33,101,1
20,84,11,63,54,48,106,41,40,64,0
85,46,99,65,5,106,22,8,58,20,0
84,28,54,9,101,16,74,79,93,50,0
111,107,28,8,54,50,18,32,55,65,1
8,37,76,69,2,79,90,70,88,109,1
81,55,12,90,64,11,97,29,60,33,0
50,7,10,51,17,46,48,84,96,101,1
79,9,14,65,1,20,41,6,37,21,1
26,54,34,103,38,16,111,55,109,43,1
8,20,34,60,88,65,68,41,30,47,0
84,9,41,89,87,65,16,17,50,8,1
68,40,41,53,74,46,93,51,27,83,0
88,78,5,101,67,84,1,69,26,74,0
101,121,109,55,19,59,53,103,48,87,1
79,41,6,94,50,20,85,46,28,2,1
107,27,55,8,49,50,71,39,88,95,1
95,53,81,20,91,55,46,33,76,5,0
91,16,30,17,6,84,28,86,70,76,1
101,104,91,29,39,25,47,79,41,9,1
